bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,avg_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
61,Fossil,1998.0,Abstract Game,Klaus Palesch,Franz Vohwinkel,"Goldsieber Spiele, Rio Grande Games",2.0,6.0,2.0,6.0,2.0,6.0,10.0,,40.0,40.0,40.0,Ancient,Set Collection,,,,Components: 9 x 9 Grids,,,22910.0,675.0,5.43331,1.39506,5.47758,1.75,,,,,,,
62,Curse of the Mummy's Tomb,1988.0,Thematic,Stephen Hand,"Dave Andrews, Gary Chalk, Trish Morrison, Aly Morrison, James Warhola","Games Workshop Ltd., Sfera",1.0,4.0,1.0,4.0,1.0,4.0,12.0,,120.0,120.0,120.0,"Adventure, Ancient, Horror",Action Queue,,,,"Components: 3-Dimensional (3D), Country: Egypt, Creatures: Mummies",,,23447.0,349.0,5.31547,1.54767,5.46523,1.8462,,,,,,,
64,Joan of Arc,1998.0,"War Game, Strategy Game",Pascal Bernard,"Thibaud Béghin, Greg Cervall, Frantz Rey","Clash of Arms Games, Tilsit, Truant Spiele",3.0,6.0,3.0,6.0,3.0,6.0,12.0,,180.0,180.0,180.0,"Card Game, Medieval, Political, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Take That, Team-Based Game",,,,"Cities: Orléans (France), Components: Map (Continental / National scale), Historical Figures: Joan of Arc, History: Hundred Years Wars",,,6850.0,463.0,6.2646,1.62788,5.6306,2.5424,,,,,,,
65,The Garden Game,1996.0,,Amy Mook,Erica Thurston,Ampersand Press,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,30.0,30.0,30.0,Card Game,"Roll / Spin and Move, Set Collection",,,,Theme: Gardening,,,,28.0,4.05357,1.62755,,1.3333,,,,,,,
66,Löwenherz,1997.0,Strategy Game,Klaus Teuber,Andreas Steiner,"Goldsieber Spiele, Rio Grande Games",2.0,4.0,3.0,4.0,4.0,4.0,12.0,,90.0,90.0,90.0,"Medieval, Political","Area Majority / Influence, Auction/Bidding, Enclosure, Modular Board, Negotiation, Square Grid",,,,"Admin: Better Description Needed!, Components: 10 x 15 Grids",,,1440.0,2520.0,7.03243,1.35591,6.36599,2.9294,,,,,,,
68,Successors (First/Second Edition),1997.0,War Game,"Richard H. Berg, Mark Simonitch","Kurt Miller, Patrick O'Brien, Mark Simonitch","The Avalon Hill Game Co, Wydawnictwo Gołębiewski",2.0,4.0,2.0,4.0,2.0,4.0,12.0,,180.0,180.0,180.0,"Ancient, Wargame","Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",,,,"Components: Map (Continental / National scale), Country: Greece, History: Wars of the Diadochi and Syrian Wars",,,4170.0,498.0,7.04338,1.54326,5.79811,3.2206,,,,,,,
69,Bollox,1999.0,Abstract Game,Rob Nelson,,"Cadaco, The London Game Company LTD",2.0,2.0,2.0,2.0,2.0,2.0,10.0,,20.0,20.0,20.0,Abstract Strategy,Pattern Building,,,,"Category: n in a row, Components: Marbles, Misc: Mensa Select, Players: Two Player Only Games",,,14679.0,47.0,6.75106,1.23974,5.52597,2.4,,,,,,,
70,Big City,1999.0,"Strategy Game, Family Game",Franz-Benno Delonge,Franz Vohwinkel,"Goldsieber Spiele, 999 Games, Rio Grande Games",2.0,5.0,2.0,4.0,3.0,3.0,10.0,,60.0,60.0,60.0,City Building,"Hand Management, Modular Board, Tile Placement",,,,"Admin: Better Description Needed!, Components: Polyominoes, Theme: City",,,1738.0,2428.0,6.85766,1.20798,6.25323,2.2154,,,,,,,
71,Civilization,1980.0,Strategy Game,Francis Tresham,"Ed Dovey, Charles Kibler, Rodger B. MacGowan, Guillaume Rohmer, Dale Sheaffer, Francis Tresham","Hartland Trefoil Ltd., ACE Pelit Oy, The Avalon Hill Game Co, Compendium Games, Descartes Editeur, Gibsons, Joc Internacional, Piatnik, Spiel & Kunst, Welt der Spiele",2.0,7.0,4.0,7.0,7.0,7.0,12.0,12.055555555555555,360.0,360.0,360.0,"Ancient, Civilization, Economic, Negotiation","Area Majority / Influence, Area Movement, Hand Management, Set Collection, Tech Trees / Tech Tracks, Trading, Turn Order: Stat-Based",,,,"Ancient: Babylon, Ancient: Egypt, Ancient: Greece, Components: Map (Continental / National scale), Country: Egypt, Country: Italy, Game: Civilization, Islands: Crete (Greece), Region: Aegean Sea, Region: Mediterranean Sea",,"143347,131240",393.0,7390.0,7.49745,1.6081,7.03747,3.6503,2.0961538461538463,,,,,,
72,Verräter,1998.0,Strategy Game,Marcel-André Casasola Merkle,Marcel-André Casasola Merkle,"Adlung-Spiele, New Games Order, LLC",3.0,4.0,3.0,4.0,4.0,4.0,12.0,,60.0,60.0,60.0,"Card Game, Political","Hand Management, Modular Board, Open Drafting, Team-Based Game, Variable Player Powers",,,,,,,2330.0,1972.0,6.67924,1.24168,6.09243,2.5676,,,,,,,
73,Show Manager,1996.0,"Strategy Game, Family Game",Dirk Henn,"Jo Hartwig, Reinhard Horst, Oliver Schlemmer","Queen Games, db-Spiele",2.0,6.0,3.0,6.0,5.0,6.0,10.0,,60.0,60.0,60.0,Card Game,"Auction: Dutch, Open Drafting, Set Collection",,,,Series: Yellow Wave Box (Queen),,,1877.0,1775.0,6.98693,1.31963,6.20785,2.0943,,,,,,,
74,Apples to Apples,1999.0,Party Game,"Matthew Kirby, Mark Alan Osterhaus",John Kovalic,"Beverly Enterprises, Inc., Excalibur Electronics, Holiday Games, Mattel, Inc., Out of the Box Publishing, Pegasus Spiele, Tactic",4.0,10.0,4.0,11.0,6.0,8.0,12.0,8.430555555555555,30.0,30.0,30.0,"Card Game, Humor, Party Game","Hand Management, Player Judge, Simultaneous Action Selection",,,,"Game: Apples to Apples, Mechanism: Judging Games, Misc: Mensa Select",,"193350,150541,150540,253792,152421",6232.0,18746.0,5.76578,1.69997,5.65309,1.1568,4.2105263157894735,,,,,,
75,Falling,1998.0,Party Game,James Ernest,"James Ernest, Val Mayerik, Drew Pocza, Brian Snoddy","Cheapass Games, Paizo Publishing, Portal Games, Titanic Games",4.0,8.0,4.0,8.0,4.0,8.0,8.0,,5.0,5.0,5.0,"Card Game, Fantasy, Print & Play, Real-time",Hand Management,,,,Animals: Cattle / Cows,,,22293.0,1415.0,5.49745,1.7772,5.48563,1.218,,,,,,,
76,Air Baron,1996.0,Strategy Game,Evan Davis (I),"Kurt Miller, Mark Simonitch",The Avalon Hill Game Co,2.0,6.0,2.0,6.0,2.0,6.0,10.0,,120.0,120.0,120.0,"Aviation / Flight, Economic, Territory Building","Area Majority / Influence, Chit-Pull System, Dice Rolling",,,,,,,4806.0,776.0,6.40984,1.54978,5.74063,2.5484,,,,,,,
77,EastFront,1991.0,War Game,"Craig Besinque, Tom Dalgliesh",Eric Hotz,Columbia Games,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,240.0,240.0,240.0,"Wargame, World War II","Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation",,,,"Components: Block Wargames, Country: Russia, Country: Soviet Union, History: World War II (Eastern Front), Players: Two Player Only Games, Series: Front Series (Columbia)",,,2531.0,680.0,7.67953,1.59626,6.04346,3.6,,,,,,,
78,"WestFront: The War in Europe, 1943-45",1992.0,War Game,Craig Besinque,Eric Hotz,Columbia Games,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,240.0,240.0,240.0,"Wargame, World War II","Dice Rolling, Hexagon Grid, Secret Unit Deployment",,,,"Components: Block Wargames, Players: Two Player Only Games, Series: Front Series (Columbia)",,,7420.0,190.0,6.85434,1.36621,5.61253,3.4706,,,,,,,
79,MedFront: War in North Africa 1940-43,1994.0,War Game,Craig Besinque,,Columbia Games,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,180.0,"Wargame, World War II","Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment, Simulation",,,,"Components: Block Wargames, Decades: The 1940's, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two Players, Series: Front Series (Columbia)",,78,11581.0,127.0,6.31654,1.40616,5.54596,3.0769,,,,,,,
82,Bobby Lee: The Civil War in Virginia 1861-1865,1993.0,War Game,Tom Dalgliesh,Eric Hotz,Columbia Games,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,240.0,240.0,240.0,"American Civil War, Wargame","Dice Rolling, Secret Unit Deployment",,,,"Components: Block Wargames, Country: USA, Crowdfunding: Kickstarter, Players: Two Player Only Games, States: Virginia",,83,5594.0,362.0,6.73227,1.55893,5.68695,2.9216,,,,,,,
83,Sam Grant: The Civil War in the West 1862-1864,1997.0,War Game,"Tom Dalgliesh, Gary Selkirk",Eric Hotz,Columbia Games,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,180.0,"American Civil War, Wargame",Secret Unit Deployment,,,,"Components: Block Wargames, Players: Two Player Only Games",,82,10740.0,141.0,6.40071,1.51412,5.55461,2.8519,,,,,,,
84,Rommel in the Desert,1982.0,War Game,Craig Besinque,"Ron Gibson, Jody Harmon, Eric Hotz","Columbia Games, Game Preserve",2.0,2.0,2.0,2.0,2.0,2.0,12.0,,150.0,150.0,150.0,"Wargame, World War II","Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation",,,,"Components: Block Wargames, Country: Egypt, Country: Libya, Digital Implementations: Rally the Troops, History: World War II (Africa), Players: Two Player Only Games, Region: North Africa, Theme: Deserts",,,1927.0,1034.0,7.53832,1.45579,6.19466,3.4,,,,,,,
87,Victory: World War II,1998.0,War Game,"Tom Dalgliesh, Grant Dalgliesh",Eric Hotz,"Columbia Games, Tilsit",2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,120.0,"Wargame, World War II","Dice Rolling, Hexagon Grid, Secret Unit Deployment",,,,Components: Block Wargames,,,6384.0,422.0,6.36615,1.56264,5.64851,2.5962,,,,,,,
88,Torres,1999.0,"Abstract Game, Strategy Game","Michael Kiesling, Wolfgang Kramer","Alessandra Cimatoribus, Michael Menzel, Franz Vohwinkel","F.X. Schmid, HUCH!, ABACUSSPIELE, Devir, IDW Games, Ravensburger, Rio Grande Games, Swan Panasia Co., Ltd., Tilsit, White Goblin Games",2.0,4.0,2.0,4.0,4.0,4.0,12.0,10.136363636363637,60.0,60.0,60.0,"Abstract Strategy, Medieval","Action Points, Area Majority / Influence, Enclosure, Grid Movement, Hand Management, Square Grid, Three Dimensional Movement, Tile Placement",,,,"Components: 3-Dimensional (3D), Components: 8 x 8 Grids, Digital Implementations: Boiteajeux, Digital Implementations: Yucata, Series: The Mask Trilogy (Kramer / Kiesling)",4432,,658.0,9446.0,7.0944,1.287,6.79143,2.8621,1.7777777777777777,,,,,,
89,Blue vs. Gray,1999.0,War Game,Evan Jones,"Rodger B. MacGowan, Mark Simonitch","GMT Games, QED Games",2.0,4.0,2.0,4.0,2.0,4.0,12.0,,120.0,120.0,120.0,"American Civil War, Card Game, Dice, Wargame","Dice Rolling, Hand Management",,,,Country: USA,,,4902.0,462.0,6.75125,1.58224,5.73339,2.8308,,,,,,,
90,Star Wars: Episode 1 – Clash of the Lightsabers,1999.0,Family Game,Craig Van Ness,,"Hasbro, Milton Bradley",2.0,2.0,2.0,2.0,2.0,2.0,8.0,,20.0,20.0,20.0,"Card Game, Movies / TV / Radio theme, Science Fiction",Hand Management,,,,"Admin: Better Description Needed!, Movies: Star Wars, Players: Two Player Only Games",,,5891.0,603.0,6.21309,1.38804,5.67127,1.4262,,,,,,,
91,Paths of Glory,1999.0,War Game,Ted Raicer,"Charles Kibler, Terry Leeds, Rodger B. MacGowan, Mark Simonitch","GMT Games, Devir, DiceTree Games, GaGa Games, Udo Grebe Gamedesign, Wargames Club Publishing, Wydawnictwo Gołębiewski",2.0,2.0,2.0,2.0,2.0,2.0,14.0,14.166666666666666,480.0,480.0,480.0,"Wargame, World War I","Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",,,,"Continents: Europe, Players: Two Player Only Games, Region: Middle East, Series: Book Box (DiceTree)",,,206.0,4970.0,8.04884,1.65666,7.29455,3.8498,4.035714285714286,,,,,,
93,El Grande,1995.0,Strategy Game,"Wolfgang Kramer, Richard Ulrich",Doris Matthäus,"Hans im Glück, 999 Games, Användbart Litet Företag, Descartes Editeur, Filosofia Éditions, Gabinete Lúdico, Rio Grande Games",2.0,5.0,3.0,5.0,5.0,5.0,12.0,11.704545454545457,60.0,120.0,90.0,"Medieval, Renaissance","Action Drafting, Area Majority / Influence, Area Movement, Auction/Bidding, Hand Management, Memory, Open Drafting, Selection Order Bid, Simultaneous Action Selection, Turn Order: Progressive, Turn Order: Stat-Based",,,,"Components: Map (Continental / National scale), Country: Spain, Digital Implementations: Board Game Arena, Digital Implementations: Yucata, Game: El Grande, Misc: Made by Panda",,,93.0,26633.0,7.73326,1.33582,7.55609,3.0399,2.9244186046511627,,,,,,
94,Union Pacific,1999.0,Strategy Game,Alan R. Moon,Franz Vohwinkel,"AMIGO, 999 Games, Rio Grande Games",2.0,6.0,3.0,6.0,4.0,5.0,12.0,10.076923076923077,90.0,90.0,90.0,"Economic, Trains","Network and Route Building, Open Drafting, Stock Holding",,,,Country: USA,43,,859.0,4289.0,7.20254,1.32333,6.67024,2.546,1.0,,,,,,
95,Igel Ärgern,1990.0,Family Game,"Doris Matthäus, Frank Nestel",Doris Matthäus,"Doris & Frank, University Games",2.0,6.0,2.0,6.0,2.0,6.0,8.0,,30.0,30.0,30.0,"Animals, Children's Game, Dice","Grid Movement, Race, Roll / Spin and Move",,,,Animals: Hedgehogs / Porcupines,,,3969.0,1042.0,6.40455,1.3403,5.81505,1.376,,,,,,,
96,Broadsides & Boarding Parties,1982.0,Thematic,"Larry Harris, Jr.",,"Citadel's Game Series (CGS), Milton Bradley",2.0,2.0,2.0,2.0,2.0,2.0,10.0,,60.0,60.0,60.0,"Nautical, Pirates, Wargame","Action Queue, Dice Rolling, Grid Movement, Hand Management, Point to Point Movement, Square Grid",,,,"Components: Miniatures, Players: Two Player Only Games, Series: Gamemaster (Milton Bradley)",,,6646.0,590.0,6.19493,1.57799,5.63795,1.8333,,,,,,,
97,Conquest of the Empire,1984.0,War Game,"Larry Harris, Jr.",,Milton Bradley,2.0,6.0,2.0,6.0,2.0,6.0,10.0,,180.0,240.0,210.0,"Ancient, Economic, Wargame","Area Movement, Dice Rolling",,,,"Ancient: Rome, Components: Map (Continental / National scale), Components: Miniatures, History: Roman Empire, Region: Mediterranean Sea, Series: Gamemaster (Milton Bradley)",1478,,4819.0,1056.0,6.29255,1.4593,5.73889,2.5244,,,,,,,
98,Axis & Allies,1981.0,War Game,"Larry Harris, Jr.",Jim Butcher (II),"Jedko Games, Milton Bradley, Nova Game Designs, PewterCraft",2.0,5.0,2.0,5.0,2.0,5.0,12.0,12.0,180.0,180.0,180.0,"Economic, Wargame, World War II","Area Movement, Dice Rolling, Minimap Resolution, Stat Check Resolution, Team-Based Game",,,,"Components: 3-Dimensional (3D), Components: Map (Global Scale), Components: Miniatures, Country: Germany, Country: Japan, Country: Soviet Union, Country: United Kingdom, Country: USA, Game: Axis & Allies (Avalon Hill), Region: The World, Series: Gamemaster (Milton Bradley), Theme: Nuclear option",,3618,1644.0,10879.0,6.56788,1.58197,6.28352,3.0388,1.6071428571428572,,,,,,
99,Fortress America,1986.0,"War Game, Thematic",Michael Gray,,Milton Bradley,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,180.0,180.0,180.0,"Science Fiction, Wargame","Area Movement, Dice Rolling, Simulation",,,,"Country: USA, Series: Gamemaster (Milton Bradley), Theme: Alternate History, Theme: Helicopters",,,2167.0,2484.0,6.7103,1.53021,6.1326,2.6382,,,,,,,
101,Detroit-Cleveland Grand Prix,1996.0,Family Game,Wolfgang Kramer,"Ramon Mascarenas, Seth Schwartz",Mayfair Games,2.0,6.0,2.0,6.0,6.0,6.0,8.0,,60.0,60.0,60.0,"Card Game, Racing",Auction/Bidding,,,,"Cities: Cleveland (Ohio, USA), Cities: Detroit (Michigan, USA), Series: Auto Racing card system (Wolfgang Kramer), Sports: Auto Racing",5389,,2889.0,1122.0,6.78288,1.16346,5.9708,1.708,,,,,,,
102,Klunker,1999.0,"Strategy Game, Family Game",Uwe Rosenberg,Oliver Moser,"Hans im Glück, Rio Grande Games",3.0,5.0,3.0,5.0,3.0,5.0,10.0,,30.0,30.0,30.0,Card Game,Set Collection,,,,Admin: Better Description Needed!,,,4963.0,913.0,6.19739,1.36716,5.7268,1.7674,,,,,,,
103,Titan,1980.0,"War Game, Thematic","Jason B. McAllister, David A. Trampier","Mike Doyle (I), Kurt Miller, Kenn Nishiuye, David A. Trampier, Chris White (I)","The Avalon Hill Game Co, Gorgonstar Publications, Heidelberger Spieleverlag, Valley Games, Inc.",2.0,6.0,2.0,6.0,2.0,4.0,12.0,12.416666666666666,30.0,240.0,135.0,"Fantasy, Wargame","Dice Rolling, Minimap Resolution, Player Elimination, Roll / Spin and Move, Secret Unit Deployment, Set Collection",,,,Series: Classic Line (Valley Games),,,1330.0,3972.0,6.96383,1.78131,6.41146,3.4624,1.3,,,,,,
104,Extrablatt,1991.0,Strategy Game,"Wulfdieter Hornung, Karl-Heinz Schmiel",,Moskito Spiele,3.0,4.0,3.0,4.0,3.0,4.0,14.0,,90.0,90.0,90.0,Territory Building,"Area Majority / Influence, Set Collection, Simulation, Tile Placement",,,,,,,5689.0,265.0,6.99947,1.38566,5.68162,2.9,,,,,,,
105,Colossal Arena,1997.0,"Strategy Game, Family Game",Reiner Knizia,"Cyrille Daujean, Thierry Doizon, Dan Harding, Steve Holmes, Jan Patrik Krásný, Tyson Milbert, Kurt Miller, Keith Parkinson","The Avalon Hill Game Co, Altar Games, Delta Vision Publishing, Edge Entertainment, Fantasy Flight Games, Hobby Japan, Korea Boardgames Co., Ltd., Lautapelit.fi, Midgaard Games, Nexus Editrice, Swan Panasia Co., Ltd., Ubik",2.0,5.0,2.0,5.0,3.0,3.0,8.0,9.642857142857142,40.0,60.0,50.0,"Card Game, Fantasy, Mythology","Betting and Bluffing, Hand Management, Investment",,,,"Creatures: Monsters, Series: Betting Trilogy (Reiner Knizia), Series: Fantasy Flight Silver Line",1367,,1182.0,7190.0,6.7683,1.2323,6.48737,2.0203,2.2391304347826084,,,,,,
106,Mystery Rummy: Jack the Ripper,1998.0,"Strategy Game, Family Game",Mike Fitzgerald,"Christine Conrad, Eugenia Nobati, Virginijus Poshkus","U.S. Games Systems, Inc., Eagle-Gryphon Games, Edge Entertainment, Kaissa Chess & Games, Neptuno Games, Pegasus Spiele",2.0,4.0,2.0,4.0,2.0,2.0,10.0,,45.0,45.0,45.0,"Card Game, Murder/Mystery","Hand Management, Set Collection, Voting",,,,"Card Games: Draw and Discard, Historical Figures: Jack the Ripper, Series: Mystery Rummy, Traditional Card Games: Rummy",,,1327.0,3460.0,6.94952,1.3211,6.41297,1.7441,,,,,,,
107,Peaceful Resistance,1995.0,Abstract Game,Dave Thornburg,,D&R Games,2.0,3.0,2.0,3.0,2.0,3.0,,,30.0,30.0,30.0,Abstract Strategy,"Grid Movement, Hexagon Grid, Tile Placement",,,,,,,,18.0,5.68889,1.20087,,1.0,,,,,,,
108,TAMSK,1998.0,Abstract Game,Kris Burm,lu'cifer,"Don & Co., Rio Grande Games, Schmidt Spiele",2.0,2.0,2.0,2.0,2.0,2.0,8.0,,20.0,20.0,20.0,"Abstract Strategy, Real-time","Action Timer, Enclosure, Grid Movement",,,,"Components: Sand Timers, Players: Two Player Only Games, Series: GIPF Project",,"527,31999,7854",2613.0,1385.0,6.76483,1.41592,6.02118,2.2866,,,,,,,
109,Wettstreit der Baumeister,1994.0,"Strategy Game, Family Game",Jean du Poël,Claus Stephan,"Historien Spiele Galerie (Historien Spielegalerie), KOSMOS, Tilsit",3.0,4.0,3.0,4.0,3.0,4.0,10.0,,45.0,45.0,45.0,City Building,Auction/Bidding,,,,Containers: Tubes,,,8241.0,395.0,6.08238,1.24591,5.59269,2.0,,,,,,,
110,Auf Achse,1987.0,Family Game,Wolfgang Kramer,"Jochen Frick, Harald Lieske","Dino Toys s. r. o., Disk Říčany, F.X. Schmid, Grow Jogos e Brinquedos, Ravensburger, REGIO Játék, Rhenania Gruppe, Schmidt Spiele, Vini-Spil",2.0,6.0,2.0,5.0,4.0,4.0,8.0,,60.0,60.0,60.0,"Economic, Movies / TV / Radio theme, Transportation","Auction/Bidding, Pick-up and Deliver, Roll / Spin and Move",,,,"Country: Germany, Promotional: Promo Board Games, Theme: Trucks, TV Shows: Auf Achse",,293524,3693.0,1823.0,6.23198,1.3167,5.84641,1.9597,,,,,,,
112,Condottiere,1995.0,Strategy Game,"Dominique Ehrhard, Duccio Vitale, Justin Kemppainen","Dominique Ehrhard, John Goodenough, Serge Hochain, Tomasz Jedruszek, Scott Nicely, Mohammad Noureddine, David Palumbo, Samuel R. Shimota","Eurogames, Arclight Games, Delta Vision Publishing, Descartes Editeur, Edge Entertainment, Fantasy Flight Games, Galakta, Giochi Uniti, Heidelberger Spieleverlag, Hobby World, Lautapelit.fi, Nexus Editrice, Roomiz Games, Ubik, Z-Man Games",2.0,6.0,3.0,6.0,4.0,5.0,14.0,10.13888888888889,45.0,45.0,45.0,"Bluffing, Card Game, Medieval, Negotiation","Area Majority / Influence, Auction/Bidding, Constrained Bidding, Hand Management",,,,"Admin: Better Description Needed!, Components: Map (Continental / National scale), Components: Wooden pieces & boards, Country: Italy, History: Italian City-States, Series: Fantasy Flight Silver Line",,,954.0,9751.0,6.87169,1.33677,6.61941,1.9598,1.0392156862745097,,,,,,
113,Mit List und Tücke,1999.0,Strategy Game,Klaus Palesch,"Hailey Ha Jung, Makiko Kodama, 別府さい (Sai Beppu)","Berliner Spielkarten, BoardM Factory, Playte, 数寄ゲームズ (Suki Games)",4.0,6.0,4.0,6.0,4.0,6.0,10.0,,60.0,60.0,60.0,Card Game,Trick-taking,,,,,,,6009.0,302.0,6.72467,1.25577,5.665,1.8636,,,,,,,
114,Ransom,1994.0,,Philip O'Neill,Lewis Michael,(Self-Published),2.0,6.0,2.0,6.0,2.0,6.0,12.0,,45.0,45.0,45.0,"Abstract Strategy, Bluffing, City Building, Economic, Negotiation","Auction/Bidding, Memory, Trading",,,,Containers: Video Tape Boxes,,,14141.0,80.0,6.33625,1.44769,5.52881,1.625,,,,,,,
115,I'm the Boss!,1994.0,"Strategy Game, Family Game",Sid Sackson,William O'Connor,"Eagle-Gryphon Games, Edge Entertainment, Face2Face Games, Kaissa Chess & Games, Korea Boardgames Co., Ltd., New Games Order, LLC, Schmidt Spiele, Siam Board Games, Stratelibri, Swan Panasia Co., Ltd.",3.0,6.0,4.0,6.0,6.0,6.0,12.0,,60.0,60.0,60.0,"Economic, Negotiation","Dice Rolling, Hand Management, Negotiation, Roll / Spin and Move, Set Collection, Take That",,,,"Digital Implementations: Board Game Arena, Series: Family Games (Gryphon Games)",,,1523.0,3782.0,6.77337,1.5934,6.32753,1.9713,,,,,,,
116,Guillotine,1998.0,Family Game,Paul Peterson,"Quinton Hoover, Mike Raabe","Wizards of the Coast, AMIGO, Bergsala Enigma (Enigma), Darwin Project, Halloween Concept, Hasbro, Play Factory, PS-Games",2.0,5.0,2.0,5.0,4.0,4.0,12.0,9.741379310344827,30.0,30.0,30.0,"Card Game, Humor","Hand Management, Open Drafting, Set Collection, Take That",,,,"Country: France, Mechanism: Card Line",,,1364.0,20743.0,6.53592,1.29987,6.39902,1.2668,3.159090909090909,,,,,,
